CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function,Issue Kind
11295,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Bsp/ProcBspServer/bsp_s.cc,LoadConfigurationFile,Security
11296,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Mmi/ProcDisp/sw_loading.c,get_os_version,Security
11297,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Rlr/ProcRlrAgent/rlr_helper.cc,get_uploaded_config_filename,Security
11298,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Rlr/ProcRlrAgent/rlr_helper.cc,get_os_version,Security
11300,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Tools/CPUAnalysis/ToolColCtrl/col_ctrl.cc,main,Security
11301,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/SwLoader/ProcScioDispLoadLauncher/scio_disp_sw_load_launcher.cc,ping_target,Security
11302,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Tools/CfgEEPROM/ToolCfgEEPROM/cfgEEPROMConfig.cc,main,Security
11303,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Cmg/ProcCmgAgent/cmg_message.cc,random_sign,Security
11304,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Cmg/ProcCmgAgent/cmg_message.cc,other,Security
11305,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Cmg/ProcCmgAgent/cmg_message.cc,init,Security
11306,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Alerter/ProcAlerterTask/alerter.cc,init_customer,Security
11307,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Cmg/ProcCmgAgent/cmg_peer.cc,send_cmg_message,Security
11308,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Inc/ac6000.h,get_random_number,Security
11309,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Cmg/OpenSLP/LibOpenSLP/slp_dhcp.c,DHCPGetOptionInfo,Security
11310,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Cmg/OpenSLP/LibOpenSLP/slp_xid.c,SLPXidSeed,Security
11311,Calling risky function,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Security best practices violations,/Cmg/ProcCmgAgent/cmg_debug.cc,apply_debug_flag,Security
11312,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Cfgmgr/ProcCmTask/cm_panel_load.cc,send_reload_command_status,Quality
11313,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Mep/ProcMepAgent/data_interface.cc,_GetBalance,Quality
11314,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Mep/ProcMepAgent/data_interface.cc,_Search,Quality
11315,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Mep/ProcMepAgent/message_interface.cc,_Validate_25_101_Msg,Quality
11316,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Mep/ProcMepAgent/message_interface.cc,_ValidateMsg,Quality
11317,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Mep/ProcMepAgent/message_interface.cc,_ValidateMsg,Quality
11318,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Dts/ProcDtsAgent/dts_agent.cc,multi_file,Quality
11319,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Mep/ProcMepAgent/message_interface.cc,Connect,Quality
11321,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Mep/ProcMepAgent/data_interface.cc,Connect,Quality
11325,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Lpcshm/ProcLpcCommTask/lpc_comm_task.cc,set_time_stamp_and_crc,Quality
11326,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/SwLoader/LibSwLoader/sw_loader.cc,create_ram_area,Quality
11327,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Invcomms/LibInv/inv_device.cc,processPowerFb,Quality
11328,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Asi/ProcAsiAgent/asi_agent.cc,handle_health_msg,Quality
11329,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Vehctrl/Rsf/LibRsf/ref_spd_estimation.cc,ref_mag_limit,Quality
11330,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Tools/Sharon/ProcSharon/sharon_sim.c,mmi_debug_global,Quality
11331,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Mmi/ProcMessTask/mess_task.cc,data_download_proc,Quality
11332,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Mep/ProcMepAgent/mep_logic.cc,PboExecute,Quality
11333,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Mep/ProcMepAgent/mep_logic.cc,Connect,Quality
11334,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Obd/ProcIncidentLoggerTask/incd_log_task.cc,get_datapack_template,Quality
11335,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Mmi/ProcDisp/names.c,mps_check_parameter_level,Quality
11336,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Bsp/LibSdis/devman.cc,Process,Quality
11337,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Mep/ProcMepAgent/event_interface.cc,_PboInitialize,Quality
11338,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Mep/ProcMepAgent/event_interface.cc,Connect,Quality
11339,Logically dead code,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/Vehctrl/Inc/dac_exm_21.h,operator [],Quality
11340,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Dts/ProcDtsAgent/dts_agent.cc,multi_file_ftp,Quality
11341,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Dts/ProcDtsAgent/dts_agent.cc,perform_sys_cmd,Quality
11342,Logically dead code,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/hardware/pci/mpc8347-ge/mpc8347ge.c,mpc8347ge_attach,Quality
11343,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Dts/ProcDtsAgent/sdp_intf.cc,perform_sys_cmd,Quality
11344,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Mmi/ProcDisp/dpc.c,gui_update_loco_consist_info_power_dp,Quality
11345,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Fepanel/Dtc/Appmgr/CtrlLaws/DtcProcIntegrated/highSpdTmr.cc,highSpdTmrArm,Quality
11346,Logically dead code,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/Arcnet/ProcArc20022/tx.c,txLoadPageToRAM,Quality
11347,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Vehctrl/Infra/LibVcInfra/slave_exec.cc,dispatch,Quality
11348,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Fepanel/Dtc/Appmgr/Tools/ToolLog/collector.cc,findtype,Quality
11349,Logically dead code,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/hardware/startup/lib/init_smp.c,start_aps,Quality
11350,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Fepanel/Dtc/Appmgr/CtrlLaws/DtcProcIntegrated/ctrl_law.cc,main,Quality
11351,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Fepanel/Dtc/Appmgr/CtrlLaws/DtcProcIntegrated/ctrl_law.cc,main,Quality
11352,Logically dead code,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/Vehctrl/Prop/LibSlowSpeedMdl/slow_speed_mdl.c,slow_speed_mdl_step,Quality
11353,'Constant' variable guards dead code,Low,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Possible Control flow issues,/Cmg/OpenSLP/LibOpenSLP/libslp_reg.c,ProcessSrvReg,Quality
11354,Logically dead code,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/Cmg/OpenSLP/LibOpenSLP/libslp_reg.c,ProcessSrvReg,Quality
11355,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/StaticStringMgr/ProcStaticStringMgrLoader/main.cc,getLanguageOptionsFromAc6000configFile,Quality
11356,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Mmi/LibMmi/usb_erase.c,perform_sys_cmd,Quality
11357,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Tools/EthTester/ToolEthtstUser/ethtst_user.cc,main,Quality
11358,Logically dead code,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Control flow issues,/Tools/Arctester/ToolArctstUser/arctst_user.cc,main,Quality
11359,Logically dead code,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/hardware/startup/lib/ppc/hawk_init_raminfo.c,hawk_init_raminfo,Quality
11360,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Fepanel/Dtc/Appmgr/Tools/ToolReadAppStatus/readstatus.cc,main,Quality
11361,Dead default in switch,Low,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Possible Control flow issues,/Fepanel/Dtc/Appmgr/Tools/ToolCPUTime/cputime.cc,main,Quality
11362,Logically dead code,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Control flow issues,/boot/ppcbe/src/hardware/startup/lib/ppc/ppc440gx_set_clock_freqs.c,ppc440gx_set_clock_freqs,Quality
11363,Division or modulo by float zero,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Ptdwnld/ProcPtDownload/pt_download.cc,DownloadPTPackets,Quality
11364,Division or modulo by zero,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Integer handling issues,/General/LibGen/gen_filemgr.cc,set_record_size,Quality
11365,Division or modulo by zero,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Integer handling issues,/General/LibGen/gen_bufmgr.cc,set_record_size,Quality
11366,Division or modulo by zero,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Integer handling issues,/Msgtrans/ProcMsgT/msg_trans.cc,create_interface_objs,Quality
11367,Division or modulo by zero,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/boot/ppcbe/src/hardware/flash/mtd-flash/sram/sram_v2write.c,f3s_sram_v2write,Quality
11368,Division or modulo by zero,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/boot/ppcbe/src/hardware/startup/lib/invert_timer_freq.c,invert_timer_freq,Quality
11369,Division or modulo by zero,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Integer handling issues,/boot/ppcbe/src/hardware/startup/lib/timer_ns2tick.c,timer_ns2tick,Quality
11370,Evaluation order violation,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Paneldwnld/ProcPanelDown/panel_download_interface.cc,ioc_download_substate,Quality
11371,Evaluation order violation,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Vehctrl/Link/LibLink/auto_capac_calc.cc,execute_action,Quality
11372,Evaluation order violation,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Incorrect expression,/Bsp/LibComExpress/Fe211Temperature.cc,getFe211CpuTemp,Quality
11373,Evaluation order violation,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Incorrect expression,/Bsp/LibComExpress/Fe211Temperature.cc,getFe211BoardTemp,Quality
11374,Dereference after null check,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Null pointer dereferences,/boot/ppcbe/src/hardware/pci/server.c,setup_cardbus_bridge,Quality
11375,Dereference after null check,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Null pointer dereferences,/boot/ppcbe/src/hardware/pci/server.c,rescan,Quality
11376,Explicit null dereferenced,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Null pointer dereferences,/Tools/Sharon/ProcSharon/sharon.c,shared_memory_link,Quality
11378,Dereference after null check,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Null pointer dereferences,/Tools/CPUAnalysis/ToolGetsPidin/pidin_proc.c,pid,Quality
11379,Dereference after null check,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Null pointer dereferences,/Config/LibConfig/config_server.cc,load_from_file,Quality
11382,Explicit null dereferenced,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Null pointer dereferences,/Ptdwnld/ProcPtDownload/pt_download.cc,process,Quality
11383,Dereference after null check,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Null pointer dereferences,/Infra/LibInfra/os_task.cc,main_line,Quality
11384,Dereference after null check,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Null pointer dereferences,/Pig/LibPigIntfc/pigintfc.cc,setCollectionTriggerTime,Quality
11385,Dereference after null check,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Null pointer dereferences,/Cmm/ProcCmmAgent/cmm_agent.cc,cpo_transmit,Quality
11386,Dereference after null check,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Null pointer dereferences,/Modem/ProcAtlasModem/atlas_modem.c,main,Quality
11387,Dereference after null check,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Minor,Ignore,Other,Null pointer dereferences,/Modem/ProcAtlasModem/atlas_modem.c,main,Quality
11390,Explicit null dereferenced,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Null pointer dereferences,/Cmg/OpenSLP/LibOpenSLP/libslp_network.c,NetworkMcastRqstRply,Quality
11391,Dereference after null check,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Null pointer dereferences,/Tools/OSTools/ToolRstReport/rstreport.c,ProcessKernelDump,Quality
11392,Dereference after null check,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Null pointer dereferences,/boot/ppcbe/src/hardware/startup/lib/callouts.c,get_co_info,Quality
11393,Explicit null dereferenced,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Null pointer dereferences,/boot/ppcbe/src/hardware/ipl/boards/mpc8347-top/mtest.c,mtest_walk_address,Quality
11394,Dereference after null check,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Null pointer dereferences,/Fepanel/Dtc/Appmgr/DtcProcAppMgr/app_mgr.cc,main,Quality
11395,Dereference after null check,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Null pointer dereferences,/Arcnet/ProcArc20022/rx.c,rx_page,Quality
11396,Dereference after null check,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Null pointer dereferences,/boot/ppcbe/src/hardware/startup/lib/common_options.c,handle_common_option,Quality
11397,Dereference after null check,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Null pointer dereferences,/Msgtrans/ProcMsgT/pt_cfg.cc,get_config,Quality
11398,Explicit null dereferenced,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Null pointer dereferences,/boot/ppcbe/src/hardware/startup/lib/as_find.c,as_find,Quality
11399,Dereference after null check,Medium,Dismissed,6/17/2016,Unassigned,Intentional,Unspecified,Ignore,Other,Null pointer dereferences,/boot/ppcbe/src/hardware/startup/lib/init_system_private.c,init_system_private,Quality
11400,Identical code for different branches,Medium,Triaged,6/17/2016,Unassigned,Pending,Unspecified,Undecided,Other,Incorrect expression,/Protocol/LibHdlc/hdlc_mproc.cc,unfifo_hdlc_frame,Quality
